object,member,kind,signature,interface_gaps,status,evidence,note
Range,FormulaArray,property,As Variant,,PARTIAL,tests/fixtures/excel_model/probes.txt; tests/fixtures/formula_storage/formula_storage.json,"One formula worked out as an array over the block, each cell showing its item, in A1 or R1C1, 255 characters at most; one cell of an array rewrites it, part of one is error 1004. Read, it is the array's formula, the formula the cells share, or Null. Saved and read as Excel saves and reads it. Over several areas, or set to a value, it reports itself unsupported, and so do copying part of an array, filling, sorting, replacing and removing duplicates in one."
Range,FormulaHidden,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Range,FormulaLocal,property,As Variant,,PARTIAL,tests/fixtures/excel_model/probes.txt,"The same as Formula, as an English Excel has it; the model keeps the English spelling."
Range,FormulaR1C1,property,As Variant,,PARTIAL,tests/fixtures/formula_r1c1.json; tests/fixtures/formula_arrays.json; tests/fixtures/autofilter_edits.json,Relative R1C1 inside INDIRECT names is not implemented. On a filtered sheet only the visible cells take it.
Range,FormulaR1C1Local,property,As Variant,,PARTIAL,tests/fixtures/excel_model/probes.txt,"The same as FormulaR1C1, as an English Excel has it; the model keeps the English spelling."
Range,FunctionWizard,method,FunctionWizard() As Variant,,MISSING,,
Range,Group,method,"Group([Start As Variant], [End As Variant], [By As Variant], [Periods As Variant]) As Variant",,MISSING,,
Range,HasArray,"property, read-only",As Variant,,VERIFIED,tests/fixtures/excel_model/probes.txt,"True when the range meets one array formula and its first cell is in it, False when it meets none, Null otherwise."
Range,HasFormula,"property, read-only",As Variant,,PARTIAL,tests/fixtures/value_typing.json; tests/fixtures/typing_formats.json,"Measured on single cells; a block with and without formulas answers Null, as Excel documents rather than as measured."
Range,HasRichDataType,"property, read-only",As Variant,,MISSING,,
Range,HasSpill,"property, read-only",As Variant,,MISSING,,
Range,Height,"property, read-only",As Variant,,PARTIAL,tests/fixtures/dimensions.json; tests/fixtures/dimensions/dimensions_answers.json; tests/fixtures/font_rows.json,"A row grows with its fonts from a measured table of eleven families; one resting on another font, a mix of tables, super- or subscript, or wrapped or turned text keeps its file's height until it changes, then reports unsupported."
Range,Hidden,property,As Variant,,PARTIAL,tests/fixtures/dimensions.json; tests/fixtures/dimensions/dimensions_answers.json; tests/fixtures/autofilter_edits.json,"Hiding every row, or rows down to the last one, makes hidden the sheet's default as Excel does; a block that stops short of the last row is hidden row by row, and whether Excel switches over for a large one was not measured. On a filtered sheet a block with shown rows reaches only those, so showing it does nothing; showing columns there over hidden ones reports itself unsupported."
Range,HorizontalAlignment,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Range,Hyperlinks,"property, read-only",As Hyperlinks,,MISSING,,
Range,ID,property,As String,,MISSING,,
Range,IndentLevel,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Range,Insert,method,"Insert([Shift As Variant], [CopyOrigin As Variant]) As Variant",,PARTIAL,tests/fixtures/range_edit.json; tests/fixtures/excel_model/probes.txt; tests/fixtures/row_formats/row_formats.json; tests/fixtures/autofilter_edits.json; tests/fixtures/cell_shifts.json,"Whole rows and columns rewrite references, and a new row or column takes the formats beside it. Cells shifted down or right rewrite references as Excel does and take the formats above or to the left; with no Shift a range taller than it is wide shifts right. Sheets with merges or shapes and several areas of cells report unsupported. Shifting cells on a sheet whose rows or columns carry formats, and CopyOrigin:=xlFormatFromRightOrBelow, report unsupported. On a filtered sheet whole rows go in as many as the range shows, at its top, and inserting cells is error 1004."
Range,InsertIndent,method,InsertIndent(InsertAmount As Long),,MISSING,,
Range,InsertPictureInCell,method,InsertPictureInCell(PictureURI As String),,MISSING,,
Range,Interior,"property, read-only",As Interior,,PARTIAL,tests/fixtures/excel_model/probes.txt; tests/fixtures/row_formats/row_formats.json,"Whole rows, whole columns and the whole sheet are formatted through their own formats, as Excel keeps them."
Range,Item,property,As Variant,no setter,UNASSESSED,,
Range,Justify,method,Justify() As Variant,,MISSING,,
Range,Left,"property, read-only",As Variant,,PARTIAL,tests/fixtures/dimensions.json; tests/fixtures/dimensions/dimensions_answers.json,Measured for Aptos Narrow 11 and Calibri 11 as the Normal font on a 96-DPI display; with another Normal font the file's own standard sizes stand.
Range,LinkedDataTypeState,"property, read-only",As Variant,,MISSING,,
Range,ListHeaderRows,"property, read-only",As Long,,MISSING,,
Range,ListNames,method,ListNames() As Variant,,MISSING,,
Range,ListObject,"property, read-only",As ListObject,,VERIFIED,tests/fixtures/tables/tables.json,"The table the range's first cell is part of, or Nothing."
Range,LocationInTable,"property, read-only",As XlLocationInTable,,MISSING,,
Range,Locked,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Range,MDX,"property, read-only",As String,,MISSING,,
Range,Merge,method,Merge([Across As Variant]),,PARTIAL,tests/fixtures/range_merge.json,Multi-area merges and across merges over multi-row regions report unsupported; merge formatting is not modeled.
Range,MergeArea,"property, read-only",As Range,,PARTIAL,tests/fixtures/range_merge.json,Multi-area merges and across merges over multi-row regions report unsupported; merge formatting is not modeled.
Range,MergeCells,property,As Variant,,PARTIAL,tests/fixtures/range_merge.json,Multi-area merges and across merges over multi-row regions report unsupported; merge formatting is not modeled.
Range,Name,property,As Variant,,PARTIAL,tests/fixtures/names_crud.json,
Range,NavigateArrow,method,"NavigateArrow([TowardPrecedent As Variant], [ArrowNumber As Variant], [LinkNumber As Variant]) As Variant",,MISSING,,
Range,Next,"property, read-only",As Range,,PARTIAL,tests/fixtures/excel_model/probes.txt,"The cell right of the top-left one, error 1004 past the last column; on a protected sheet, where it moves between unlocked cells, it reports itself unsupported."
Range,NoteText,method,"NoteText([Text As Variant], [Start As Variant], [Length As Variant]) As String",,MISSING,,
Range,NumberFormat,property,As Variant,,PARTIAL,tests/fixtures/excel_model/probes.txt; tests/fixtures/row_formats/row_formats.json; tests/fixtures/typing_formats.json; tests/fixtures/autofilter_edits.json,"Whole rows, whole columns and the whole sheet are formatted through their own formats, as Excel keeps them. On a filtered sheet only the visible cells take a format, as Font, Interior, Borders and alignment do. A code is kept as Excel rewrites it -- a quoted $ bare, codes in their case, a lower-case exponent refused -- except the thousands separator Excel moves when a quoted literal splits the digits."
Range,NumberFormatLocal,property,As Variant,,PARTIAL,tests/fixtures/excel_model/probes.txt,"The same as NumberFormat, as an English Excel has it; the model keeps the English spelling."
Range,Offset,"property, read-only",As Range,,PARTIAL,tests/fixtures/excel_model/probes.txt,
Range,Orientation,property,As Variant,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Range,OutlineLevel,property,As Variant,,MISSING,,
Range,PageBreak,property,As Long,,MISSING,,
Range,Parent,"property, read-only",As Object,,UNASSESSED,,
Range,Parse,method,"Parse([ParseLine As Variant], [Destination As Variant]) As Variant",,MISSING,,
Range,PastePictureInCell,method,PastePictureInCell(),,MISSING,,
Range,PasteSpecial,method,"PasteSpecial([Paste As XlPasteType], [Operation As XlPasteSpecialOperation], [SkipBlanks As Variant], [Transpose As Variant]) As Variant",,PARTIAL,tests/fixtures/paste.json; tests/fixtures/autofilter_edits.json,"Everything, values, formulas, formats, number formats, all but borders and column widths, with operations, skipped blanks and transposing; comments and validation report themselves unsupported. A copy of several areas pastes closed up, each formula moved as far as its own cell; a filtered destination takes the paste whole."
Range,Phonetic,"property, read-only",As Phonetic,,MISSING,,
Range,Phonetics,"property, read-only",As Phonetics,,MISSING,,
Range,PivotCell,"property, read-only",As PivotCell,,MISSING,,
Range,PivotField,"property, read-only",As PivotField,,MISSING,,
Range,PivotItem,"property, read-only",As PivotItem,,MISSING,,
Range,PivotTable,"property, read-only",As PivotTable,,MISSING,,
Range,PlacePictureOverCells,method,PlacePictureOverCells([AsReference As Variant]),,MISSING,,
Range,Precedents,"property, read-only",As Range,,MISSING,,
Range,PrefixCharacter,"property, read-only",As Variant,,PARTIAL,tests/fixtures/value_typing.json; tests/fixtures/typing_formats.json,"The apostrophe a cell was typed with, kept by its format until Clear or ClearFormats and shown while the cell holds text; the Lotus navigation prefixes are not modelled."
Range,Previous,"property, read-only",As Range,,PARTIAL,tests/fixtures/excel_model/probes.txt,"The cell left of the top-left one, error 1004 before column A; on a protected sheet it reports itself unsupported."
Range,PrintOut,method,"PrintOut([From As Variant], [To As Variant], [Copies As Variant], [Preview As Variant], [ActivePrinter As Variant], [PrintToFile As Variant], [Collate As Variant], [PrToFileName As Variant]) As Variant",,MISSING,,
Range,PrintPreview,method,PrintPreview([EnableChanges As Variant]) As Variant,,MISSING,,
Range,QueryTable,"property, read-only",As QueryTable,,MISSING,,
Range,Range,"property, read-only",As Range,,MISSING,,
Range,ReadingOrder,property,As Long,,VERIFIED,tests/fixtures/range_format.json; tests/fixtures/format/formats_answers.json; tests/test_live_excel_model_gate.py,
Range,RefreshLinkedDataType,method,RefreshLinkedDataType([DomainID As Variant]),,MISSING,,
Range,RemoveControls,method,RemoveControls(),,MISSING,,
Range,RemoveDuplicates,method,"RemoveDuplicates([Columns As Variant], [Header As XlYesNoGuess])",,PARTIAL,tests/fixtures/remove_duplicates.json; tests/fixtures/autofilter_edits.json,"Keeps each first row by the columns asked for, matching blanks, errors, text ignoring case and numbers by value and what they show; text beyond ASCII, merged cells and rows or columns with formats of their own report themselves unsupported. Over a filter's range, or all of it but its header, every row counts, the range gives up the rows that went and the filter applies again; other overlaps with a filter's range report themselves unsupported."
Range,RemoveSubtotal,method,RemoveSubtotal() As Variant,,MISSING,,
Range,Replace,method,"Replace(What As Variant, Replacement As Variant, [LookAt As Variant], [SearchOrder As Variant], [MatchCase As Variant], [MatchByte As Variant], [SearchFormat As Variant], [ReplaceFormat As Variant], [FormulaVersion As Variant]) As Boolean",,PARTIAL,tests/fixtures/replace.json; tests/fixtures/autofilter_edits.json,"Edits the text the formula bar shows and types what is left as Excel does; SearchFormat, ReplaceFormat, MatchByte:=True and Formula2 semantics report themselves unsupported. On a filtered sheet only the visible cells change."
Range,ResetContents,method,ResetContents(),,MISSING,,
Range,Resize,"property, read-only",As Range,,PARTIAL,tests/fixtures/excel_model/probes.txt,
Range,Row,"property, read-only",As Long,,PARTIAL,tests/fixtures/excel_model/probes.txt,
Range,RowDifferences,method,RowDifferences(Comparison As Variant) As Range,,MISSING,,
Range,RowHeight,property,As Variant,,PARTIAL,tests/fixtures/dimensions.json; tests/fixtures/dimensions/dimensions_answers.json; tests/fixtures/font_rows.json; tests/fixtures/row_formats/row_formats.json; tests/fixtures/autofilter_edits.json,"On a filtered sheet only the shown rows take a height. A row grows or shrinks with the fonts at its positions -- its cells', its own format's, its columns' -- from a measured table of eleven families beside the Normal font and alone, and a pixel for each medium, thick or double border along it; one resting on another font, a mix of tables, super- or subscript, wrapped or turned text, or a heavy border along a hidden row keeps its file's height until it changes, then reports unsupported. A read across several rows or columns compares inside the sheet's current used block; Excel's can stay larger for the rest of a session after a column is hidden."
